date_sk,full_date,year,month,day
18385070176076988294,2016-04-10,2016,4,10
13837206133135168513,2016-04-11,2016,4,11
15017975177965864933,2016-04-12,2016,4,12
11794556906785713888,2016-04-13,2016,4,13
5530166613919419602,2016-04-14,2016,4,14
12160284764699227167,2016-04-15,2016,4,15
11575914326427119742,2016-04-16,2016,4,16
2821504209059805808,2016-04-17,2016,4,17
2534122929153897747,2016-04-18,2016,4,18
4876693665158142560,2016-04-19,2016,4,19
9740546709396897307,2016-04-20,2016,4,20
17135283562655810114,2016-04-21,2016,4,21
9873008057439999369,2016-04-22,2016,4,22
14659852857059797284,2016-04-23,2016,4,23
813649367451672418,2016-04-24,2016,4,24
3786625616963587979,2016-04-25,2016,4,25
7888061254177681843,2016-04-26,2016,4,26
12298938587829290594,2016-04-27,2016,4,27
17589616309958161428,2016-04-28,2016,4,28
3347435189924215135,2016-04-29,2016,4,29
4124646302426452448,2016-04-30,2016,4,30
1947015381015230277,2016-05-01,2016,5,1
14236061974286091636,2016-05-02,2016,5,2
1935314254313111077,2016-05-03,2016,5,3
2058697205289409872,2016-05-04,2016,5,4
17864885386551667922,2016-05-05,2016,5,5
14712499302789626484,2016-05-06,2016,5,6
7687450924829899053,2016-05-07,2016,5,7
13183519630163561062,2016-05-08,2016,5,8
8256679879769610189,2016-05-09,2016,5,9
14266935773304839752,2016-05-10,2016,5,10
15586816653843968449,2016-05-11,2016,5,11
2803366216730151416,2016-05-12,2016,5,12
1121857802704654982,2016-05-13,2016,5,13
1953459201269418762,2016-05-14,2016,5,14
14104940460804999298,2016-05-15,2016,5,15
3133227216674900893,2016-05-16,2016,5,16
11689301049855535135,2016-05-17,2016,5,17
10238056873719790971,2016-05-18,2016,5,18
13537553095857619833,2016-05-19,2016,5,19
11270084329235554537,2016-05-20,2016,5,20
6942909043050591379,2016-05-21,2016,5,21
2418363870328228283,2016-05-22,2016,5,22
7256900600491594839,2016-05-23,2016,5,23
17917995418203219373,2016-05-24,2016,5,24
14906361233580514422,2016-05-25,2016,5,25
4354407243505189104,2016-05-26,2016,5,26
10006171737884815233,2016-05-27,2016,5,27
13410278319810840527,2016-05-28,2016,5,28
18047827998082192881,2016-05-29,2016,5,29
13138725444406127258,2016-05-30,2016,5,30
2351433975392929008,2016-05-31,2016,5,31
13852528971501183212,2016-06-01,2016,6,1
8349440283301956508,2016-06-02,2016,6,2
11509679338269246911,2016-06-03,2016,6,3
16632907027833624845,2016-06-04,2016,6,4
14934666002108316104,2016-06-05,2016,6,5
17732503903556484102,2016-06-06,2016,6,6
6466982893071000605,2016-06-07,2016,6,7
3871447564692601492,2016-06-08,2016,6,8
2721279803058377397,2016-06-09,2016,6,9
6360118662108685871,2016-06-10,2016,6,10
499757099263842992,2016-06-11,2016,6,11
15150748273969201926,2016-06-12,2016,6,12
2220784856552308873,2016-06-13,2016,6,13
7011036889247541269,2016-06-14,2016,6,14
4221428688115331649,2016-06-15,2016,6,15
6681756125100259713,2016-06-16,2016,6,16
1690939893843629466,2016-06-17,2016,6,17
6950029761025071067,2016-06-18,2016,6,18
7170356144853762133,2016-06-19,2016,6,19
18360571893628467254,2016-06-20,2016,6,20
13146795031071232888,2016-06-21,2016,6,21
2549268635292718941,2016-06-22,2016,6,22
8474996972654719674,2016-06-23,2016,6,23
3244961498469289507,2016-06-24,2016,6,24
17903814753131289717,2016-06-25,2016,6,25
16506280213606198003,2016-06-26,2016,6,26
8540512175767089352,2016-06-27,2016,6,27
11335910472705297497,2016-06-28,2016,6,28
16296590482402853619,2016-06-29,2016,6,29
11741441073655283189,2016-06-30,2016,6,30
17008688645666984552,2016-07-01,2016,7,1
16837888668992382400,2016-07-02,2016,7,2
11518134603049687031,2016-07-03,2016,7,3
4876383244660385326,2016-07-04,2016,7,4
2221554416081081074,2016-07-05,2016,7,5
5055827247572622116,2016-07-06,2016,7,6
17942071785694050741,2016-07-07,2016,7,7
12449248702839914436,2016-07-08,2016,7,8
696049091302822845,2016-07-09,2016,7,9
2282322806403200311,2016-07-10,2016,7,10
7172224872425869936,2016-07-11,2016,7,11
14023742499134674177,2016-07-12,2016,7,12
16508697479486844359,2016-07-13,2016,7,13
7339499059870190977,2016-07-14,2016,7,14
11649135906175622796,2016-07-15,2016,7,15
5546431658869168603,2016-07-16,2016,7,16
3896636465023930158,2016-07-17,2016,7,17
9230717741009617108,2016-07-18,2016,7,18
3921549392119304646,2016-07-19,2016,7,19
13191664802495418487,2016-07-20,2016,7,20
9037354524443200129,2016-07-21,2016,7,21
13178839989419660428,2016-07-22,2016,7,22
1254462468379206510,2016-07-23,2016,7,23
18405164482546770620,2016-07-24,2016,7,24
1008807933944316456,2016-07-25,2016,7,25
8845458897589106691,2016-07-26,2016,7,26
17694157258244666177,2016-07-27,2016,7,27
12167311846218239842,2016-07-28,2016,7,28
3587319414038060953,2016-07-29,2016,7,29
2168663238346763823,2016-07-30,2016,7,30
18027966396908156495,2016-07-31,2016,7,31
10958433755096286847,2016-08-01,2016,8,1
12973359218111033475,2016-08-02,2016,8,2
8821004349177223916,2016-08-03,2016,8,3
4791993472045837082,2016-08-04,2016,8,4
4726979454468260458,2016-08-05,2016,8,5
11347610546425233673,2016-08-06,2016,8,6
1908808102834214833,2016-08-07,2016,8,7
12222937395958938571,2016-08-08,2016,8,8
14554882310940120167,2016-08-09,2016,8,9
7168416147249457279,2016-08-10,2016,8,10
9894762227218131396,2016-08-11,2016,8,11
11935486982743542387,2016-08-12,2016,8,12
2106546006808293659,2016-08-13,2016,8,13
9810440270272120269,2016-08-14,2016,8,14
5134161887964626403,2016-08-15,2016,8,15
12471653878900319497,2016-08-16,2016,8,16
11739239703614978061,2016-08-17,2016,8,17
11333820941012126251,2016-08-18,2016,8,18
7127721958645666393,2016-08-19,2016,8,19
4639873097130588839,2016-08-20,2016,8,20
13944177968843835987,2016-08-21,2016,8,21
6725633287250126258,2016-08-22,2016,8,22
17694046445391142966,2016-08-23,2016,8,23
2152665620994680532,2016-08-24,2016,8,24
11277697306194363510,2016-08-25,2016,8,25
817656227822208456,2016-08-26,2016,8,26
4050876481969826156,2016-08-27,2016,8,27
1767076496054823870,2016-08-28,2016,8,28
13313619083337505139,2016-08-29,2016,8,29
1497235305614410602,2016-08-30,2016,8,30
5111917505310240474,2016-08-31,2016,8,31
12859762617023346474,2016-09-01,2016,9,1
10989486238202348398,2016-09-02,2016,9,2
4235327186524728242,2016-09-03,2016,9,3
1487193056878544748,2016-09-04,2016,9,4
16403444684380227813,2016-09-05,2016,9,5
1756513494040205325,2016-09-06,2016,9,6
5129808854724189245,2016-09-07,2016,9,7
13963762709257619225,2016-09-08,2016,9,8
8461425811748113855,2016-09-09,2016,9,9
9602601925137903762,2016-09-10,2016,9,10
2345346696533408479,2016-09-11,2016,9,11
14995722724666442695,2016-09-12,2016,9,12
9497489308533107617,2016-09-13,2016,9,13
8153973924539632724,2016-09-14,2016,9,14
16114618240321064841,2016-09-15,2016,9,15
11463852991259653241,2016-09-16,2016,9,16
11658224790694801598,2016-09-17,2016,9,17
12647808085711514603,2016-09-18,2016,9,18
13880785541061096013,2016-09-19,2016,9,19
352308745960970001,2016-09-20,2016,9,20
13770779168768913130,2016-09-21,2016,9,21
17444464054945842888,2016-09-22,2016,9,22
15253581023205275391,2016-09-23,2016,9,23
17261292618533070187,2016-09-24,2016,9,24
7163363124715871669,2016-09-25,2016,9,25
13453915416231911016,2016-09-26,2016,9,26
11950089526519410239,2016-09-27,2016,9,27
14021671658954446457,2016-09-28,2016,9,28
18073859673110105625,2016-09-29,2016,9,29
4345690842502619922,2016-09-30,2016,9,30
17847628879197637647,2016-10-01,2016,10,1
14742449365212871467,2016-10-02,2016,10,2
2659899992205165861,2016-10-03,2016,10,3
2523349880602032235,2016-10-04,2016,10,4
10433569065325174383,2016-10-05,2016,10,5
3718679208299201541,2016-10-06,2016,10,6
4690296534367585426,2016-10-07,2016,10,7
13826080163693116599,2016-10-08,2016,10,8
13916005501538904994,2016-10-09,2016,10,9
2046422583491684116,2016-10-10,2016,10,10
2810415386532136245,2016-10-11,2016,10,11
74493923316712503,2016-10-12,2016,10,12
12016072344643150567,2016-10-13,2016,10,13
9842148873197998938,2016-10-14,2016,10,14
5029184843400051809,2016-10-15,2016,10,15
12207885569715629379,2016-10-16,2016,10,16
11126628978298976984,2016-10-17,2016,10,17
12044413005972098544,2016-10-18,2016,10,18
373396391158702818,2016-10-19,2016,10,19
5169267962232348769,2016-10-20,2016,10,20
18051962979369829916,2016-10-21,2016,10,21
5796570736537003660,2016-10-22,2016,10,22
7884227809290544640,2016-10-23,2016,10,23
2944900929603065768,2016-10-24,2016,10,24
3226898206246422793,2016-10-25,2016,10,25
13140505723192271926,2016-10-26,2016,10,26
7155948690637060386,2016-10-27,2016,10,27
748053257945110840,2016-10-28,2016,10,28
18038940513112126086,2016-10-29,2016,10,29
12862870214094062540,2016-10-30,2016,10,30
12196579853776223402,2016-10-31,2016,10,31
15120317208196356896,2016-11-01,2016,11,1
4028929844809319884,2016-11-02,2016,11,2
2958920137147949978,2016-11-03,2016,11,3
7360742018605587154,2016-11-04,2016,11,4
7197019406279808419,2016-11-05,2016,11,5
7371937863156564909,2016-11-06,2016,11,6
17007260897579013599,2016-11-07,2016,11,7
4250201667852845892,2016-11-08,2016,11,8
9447691145163966454,2016-11-09,2016,11,9
5385829471003807277,2016-11-10,2016,11,10
3906135710667104106,2016-11-11,2016,11,11
17786306264576648414,2016-11-12,2016,11,12
15974299301509317130,2016-11-13,2016,11,13
3477268601698311959,2016-11-14,2016,11,14
5742200732194095758,2016-11-15,2016,11,15
4150011762703760179,2016-11-16,2016,11,16
4272660829392946131,2016-11-17,2016,11,17
16682256275100592660,2016-11-18,2016,11,18
5373762442668788938,2016-11-19,2016,11,19
17150984835799602097,2016-11-20,2016,11,20
15649011304274885799,2016-11-21,2016,11,21
6808078350669307488,2016-11-22,2016,11,22
15820791865487486175,2016-11-23,2016,11,23
1947823298248927779,2016-11-24,2016,11,24
4473633868295685921,2016-11-25,2016,11,25
4069258202570265561,2016-11-26,2016,11,26
8753198817273157148,2016-11-27,2016,11,27
5557640970454242064,2016-11-28,2016,11,28
11822792578159419708,2016-11-29,2016,11,29
14442304020181277411,2016-11-30,2016,11,30
18324368277263358551,2016-12-01,2016,12,1
13758441539272414791,2016-12-02,2016,12,2
15960010337488306604,2016-12-03,2016,12,3
2323286363973729053,2016-12-04,2016,12,4
9152440278719905902,2016-12-05,2016,12,5
6536302991458058695,2016-12-06,2016,12,6
8650438717893894917,2016-12-07,2016,12,7
8648535794492361930,2016-12-08,2016,12,8
9198904386719653947,2016-12-09,2016,12,9
11130146437367635284,2016-12-10,2016,12,10
6808830771843828026,2016-12-11,2016,12,11
10332036103345780785,2016-12-12,2016,12,12
1593037108273547927,2016-12-13,2016,12,13
15615167065191505870,2016-12-14,2016,12,14
14930920592294695999,2016-12-15,2016,12,15
9195344378699891144,2016-12-16,2016,12,16
42761809442477367,2016-12-17,2016,12,17
11862155094087070323,2016-12-18,2016,12,18
17897122658522696482,2016-12-19,2016,12,19
100000568394619271,2016-12-20,2016,12,20
9745698019827238159,2016-12-21,2016,12,21
795523159606253161,2016-12-22,2016,12,22
10557159080194247509,2016-12-23,2016,12,23
5894260280077336010,2016-12-24,2016,12,24
13322117187399391444,2016-12-25,2016,12,25
615464787461950237,2016-12-26,2016,12,26
6872535845198911284,2016-12-27,2016,12,27
17094584117167492764,2016-12-28,2016,12,28
11442616549086251389,2016-12-29,2016,12,29
103054439628315382,2016-12-30,2016,12,30
12502634672745190081,2016-12-31,2016,12,31
16617488020001837825,2017-01-01,2017,1,1
1237864803650737190,2017-01-02,2017,1,2
10106935679697911924,2017-01-03,2017,1,3
16070012260604782004,2017-01-04,2017,1,4
8450702643351346179,2017-01-05,2017,1,5
5174799035816082638,2017-01-06,2017,1,6
8662243744108370601,2017-01-07,2017,1,7
12941149829603405497,2017-01-08,2017,1,8
14453783419237536125,2017-01-09,2017,1,9
8432259399856740874,2017-01-10,2017,1,10
13564228783957244706,2017-01-11,2017,1,11
2368481549476703799,2017-01-12,2017,1,12
6680196733985381757,2017-01-13,2017,1,13
4170224249986507736,2017-01-14,2017,1,14
14621390071005607830,2017-01-15,2017,1,15
4402276181484562132,2017-01-16,2017,1,16
1571483289759451890,2017-01-17,2017,1,17
1817598896751916914,2017-01-18,2017,1,18
16139130727328849535,2017-01-19,2017,1,19
5017054512666334117,2017-01-20,2017,1,20
14900703628213750139,2017-01-21,2017,1,21
14005739409717872856,2017-01-22,2017,1,22
4726905068838814208,2017-01-23,2017,1,23
13650504216320935550,2017-01-24,2017,1,24
5165162992279542358,2017-01-25,2017,1,25
7542627210144803265,2017-01-26,2017,1,26
15114035742396730750,2017-01-27,2017,1,27
16137041743275777281,2017-01-28,2017,1,28
17693452047955892810,2017-01-29,2017,1,29
6752503946661255002,2017-01-30,2017,1,30
14839917804293254733,2017-01-31,2017,1,31
5630362425921840690,2017-02-01,2017,2,1
13077102721480526205,2017-02-02,2017,2,2
18286019501172531106,2017-02-03,2017,2,3
11738474840592105612,2017-02-04,2017,2,4
5896565637344138720,2017-02-05,2017,2,5
6426408886691722199,2017-02-06,2017,2,6
6179895461168115920,2017-02-07,2017,2,7
1617779130704096298,2017-02-08,2017,2,8
11405149178182648598,2017-02-09,2017,2,9
16453162248001960670,2017-02-10,2017,2,10
16826157754528092604,2017-02-11,2017,2,11
16766282073668539319,2017-02-12,2017,2,12
6544788317461048961,2017-02-13,2017,2,13
5917242335253985269,2017-02-14,2017,2,14
6208351902990174941,2017-02-15,2017,2,15
3166480039533469221,2017-02-16,2017,2,16
7596509579157595696,2017-02-17,2017,2,17
16878837348239617487,2017-02-18,2017,2,18
2785453726472964409,2017-02-19,2017,2,19
13834090906564062779,2017-02-20,2017,2,20
11782254367184386877,2017-02-21,2017,2,21
15188721979698237417,2017-02-22,2017,2,22
11084263661870146962,2017-02-23,2017,2,23
17803258802812030211,2017-02-24,2017,2,24
640953313025716679,2017-02-25,2017,2,25
9203612078000859292,2017-02-26,2017,2,26
3032740250446356105,2017-02-27,2017,2,27
1326850254974760737,2017-02-28,2017,2,28
13467263928820472844,2017-03-01,2017,3,1
2149873232356210695,2017-03-02,2017,3,2
6763485031280940481,2017-03-03,2017,3,3
16419288962596746230,2017-03-04,2017,3,4
17173927123701012572,2017-03-05,2017,3,5
12387009858170577582,2017-03-06,2017,3,6
10616302890259203309,2017-03-07,2017,3,7
15695716946880514817,2017-03-08,2017,3,8
4516190509057338730,2017-03-09,2017,3,9
4470912555955363833,2017-03-10,2017,3,10
11138631999029772255,2017-03-11,2017,3,11
3873731270340340674,2017-03-12,2017,3,12
366950059517108576,2017-03-13,2017,3,13
723069375603002583,2017-03-14,2017,3,14
18087812836029697880,2017-03-15,2017,3,15
2297087387801215888,2017-03-16,2017,3,16
13582805899183418241,2017-03-17,2017,3,17
3552440782122703028,2017-03-18,2017,3,18
6500747989770384528,2017-03-19,2017,3,19
10562199088796381038,2017-03-20,2017,3,20
10530892972634090569,2017-03-21,2017,3,21
458863530451389097,2017-03-22,2017,3,22
7033516654140455837,2017-03-23,2017,3,23
18037276805986500993,2017-03-24,2017,3,24
18108058901356868401,2017-03-25,2017,3,25
10876629779299215071,2017-03-26,2017,3,26
6374738586347069283,2017-03-27,2017,3,27
16518338199585015273,2017-03-28,2017,3,28
11667004593380947508,2017-03-29,2017,3,29
16718070804896095683,2017-03-30,2017,3,30
9244840913552408766,2017-03-31,2017,3,31
10536367979634457276,2017-04-01,2017,4,1
11266166773717995891,2017-04-02,2017,4,2
6476594436575618144,2017-04-03,2017,4,3
9458894742935316459,2017-04-04,2017,4,4
10642376609706708676,2017-04-05,2017,4,5
14593799871126112563,2017-04-06,2017,4,6
12108838820030187694,2017-04-07,2017,4,7
5266730498943116261,2017-04-08,2017,4,8
4594218196424503289,2017-04-09,2017,4,9
5537198882703191268,2017-04-10,2017,4,10
11677478551491200305,2017-04-11,2017,4,11
16009291896958095958,2017-04-12,2017,4,12
9554043882272165473,2017-04-13,2017,4,13
11974856517341072004,2017-04-14,2017,4,14
11586959658779552468,2017-04-15,2017,4,15
8177728769551574195,2017-04-16,2017,4,16
12912490772556751343,2017-04-17,2017,4,17
10332729529091706425,2017-04-18,2017,4,18
9829795351961779169,2017-04-19,2017,4,19
10029603101468149821,2017-04-20,2017,4,20
6440359194609300910,2017-04-21,2017,4,21
15524260125969020012,2017-04-22,2017,4,22
10797846029693766149,2017-04-23,2017,4,23
7988872916176488544,2017-04-24,2017,4,24
9888337679700321057,2017-04-25,2017,4,25
991875273452432721,2017-04-26,2017,4,26
10905247580901542641,2017-04-27,2017,4,27
7619738544802738746,2017-04-28,2017,4,28
16635161305127591621,2017-04-29,2017,4,29
9362857734236347801,2017-04-30,2017,4,30
16541746973415738388,2017-05-01,2017,5,1
12470547140999094719,2017-05-02,2017,5,2
2058425827484431683,2017-05-03,2017,5,3
17632786806529484080,2017-05-04,2017,5,4
9243566425780298984,2017-05-05,2017,5,5
16160874935008239157,2017-05-06,2017,5,6
3489463047983460327,2017-05-07,2017,5,7
11406236643439495978,2017-05-08,2017,5,8
10739887798745457078,2017-05-09,2017,5,9
10274356955941114507,2017-05-10,2017,5,10
16176840550931066526,2017-05-11,2017,5,11
17510074822696984996,2017-05-12,2017,5,12
14435350513723336382,2017-05-13,2017,5,13
10063577708344453666,2017-05-14,2017,5,14
14048502176018484467,2017-05-15,2017,5,15
2693199977687458633,2017-05-16,2017,5,16
14681519736591718560,2017-05-17,2017,5,17
8142437010423823987,2017-05-18,2017,5,18
10844802179194197456,2017-05-19,2017,5,19
9308342876498987280,2017-05-20,2017,5,20
12757022084846350189,2017-05-21,2017,5,21
14463118867714712957,2017-05-22,2017,5,22
5987322282689565787,2017-05-23,2017,5,23
7185093965157298059,2017-05-24,2017,5,24
17066609444468529853,2017-05-25,2017,5,25
8907152645245786470,2017-05-26,2017,5,26
13092894136319766049,2017-05-27,2017,5,27
5561788321864459550,2017-05-28,2017,5,28
17149410111665878383,2017-05-29,2017,5,29
9679413771449051956,2017-05-30,2017,5,30
5137542551377180233,2017-05-31,2017,5,31
17856972946867173758,2017-06-01,2017,6,1
2896298994157069712,2017-06-02,2017,6,2
14631900368727750939,2017-06-03,2017,6,3
2243444197326683531,2017-06-04,2017,6,4
15159433156510461278,2017-06-05,2017,6,5
984970293187439577,2017-06-06,2017,6,6
17390604210775863071,2017-06-07,2017,6,7
2983383364253984382,2017-06-08,2017,6,8
16369002480558400996,2017-06-09,2017,6,9
15275481536195460084,2017-06-10,2017,6,10
13784301300744163384,2017-06-11,2017,6,11
12343807757002455399,2017-06-12,2017,6,12
9697839517945172005,2017-06-13,2017,6,13
54873461301441860,2017-06-14,2017,6,14
1951674313128371732,2017-06-15,2017,6,15
13413537176696708521,2017-06-16,2017,6,16
6568713530547043503,2017-06-17,2017,6,17
5957181311143836577,2017-06-18,2017,6,18
507214096604410981,2017-06-19,2017,6,19
15938131190085566085,2017-06-20,2017,6,20
4351115483687697869,2017-06-21,2017,6,21
13245153726923246845,2017-06-22,2017,6,22
3470595966903124501,2017-06-23,2017,6,23
13607842788927689741,2017-06-24,2017,6,24
16051848203394335776,2017-06-25,2017,6,25
6506351185654599719,2017-06-26,2017,6,26
2841120632934374288,2017-06-27,2017,6,27
4535675989225756698,2017-06-28,2017,6,28
2658201669069028852,2017-06-29,2017,6,29
11564690303977118545,2017-06-30,2017,6,30
10699548308665989860,2017-07-01,2017,7,1
5376438005015353154,2017-07-02,2017,7,2
11191228287865019389,2017-07-03,2017,7,3
14634443731826038069,2017-07-04,2017,7,4
3739778146408614212,2017-07-05,2017,7,5
14622518538503552779,2017-07-06,2017,7,6
10652083256562552604,2017-07-07,2017,7,7
10365128588057179986,2017-07-08,2017,7,8
13666124417226926405,2017-07-09,2017,7,9
5122095504133917368,2017-07-10,2017,7,10
7120648760789353126,2017-07-11,2017,7,11
11920672148112330692,2017-07-12,2017,7,12
3994932277563654478,2017-07-13,2017,7,13
9033644627139705672,2017-07-14,2017,7,14
7435472982733645443,2017-07-15,2017,7,15
8515997871084574128,2017-07-16,2017,7,16
9251241843425295646,2017-07-17,2017,7,17
13021881296088628949,2017-07-18,2017,7,18
7771267440549702367,2017-07-19,2017,7,19
9940919920798477087,2017-07-20,2017,7,20
11974281061403236183,2017-07-21,2017,7,21
9391712223539719745,2017-07-22,2017,7,22
8664382906952690995,2017-07-23,2017,7,23
12666613676048259864,2017-07-24,2017,7,24
6617861451727639846,2017-07-25,2017,7,25
7968084265757262211,2017-07-26,2017,7,26
9377401234276004776,2017-07-27,2017,7,27
5233731607401290209,2017-07-28,2017,7,28
13778650188754643607,2017-07-29,2017,7,29
14152520364169593075,2017-07-30,2017,7,30
14905408017928386564,2017-07-31,2017,7,31
10644242613519607584,2017-08-01,2017,8,1
13292334364195893126,2017-08-02,2017,8,2
11687183489264956779,2017-08-03,2017,8,3
717488267231372871,2017-08-04,2017,8,4
4562226727781791950,2017-08-05,2017,8,5
17024695513980631225,2017-08-06,2017,8,6
1331578219224749541,2017-08-07,2017,8,7
7130653145842954610,2017-08-08,2017,8,8
14197970180800218668,2017-08-09,2017,8,9
15503592231901954079,2017-08-10,2017,8,10
8068973795357307083,2017-08-11,2017,8,11
10775090492759320959,2017-08-12,2017,8,12
10460113446377834224,2017-08-13,2017,8,13
16211773996772308473,2017-08-14,2017,8,14
369675959086506536,2017-08-15,2017,8,15
3387660239579141537,2017-08-16,2017,8,16
1558056039021507273,2017-08-17,2017,8,17
1202018820361999377,2017-08-18,2017,8,18
6064326242898048124,2017-08-19,2017,8,19
688541067450796191,2017-08-20,2017,8,20
291059389576109992,2017-08-21,2017,8,21
18082036097395732268,2017-08-22,2017,8,22
12392956548971019134,2017-08-23,2017,8,23
10863918557102592504,2017-08-24,2017,8,24
3794923638444348645,2017-08-25,2017,8,25
2494847855413262247,2017-08-26,2017,8,26
2235834660346112349,2017-08-27,2017,8,27
1249725989238715038,2017-08-28,2017,8,28
9757078119025755881,2017-08-29,2017,8,29
7583779715070860420,2017-08-30,2017,8,30
2548178858313717587,2017-08-31,2017,8,31
4601086664972165400,2017-09-01,2017,9,1
7276887013297225597,2017-09-02,2017,9,2
4064559364538711079,2017-09-03,2017,9,3
14064146114887802403,2017-09-04,2017,9,4
10662472828916093125,2017-09-05,2017,9,5
7417841584330801312,2017-09-06,2017,9,6
563384268431497422,2017-09-07,2017,9,7
9594247353995955074,2017-09-08,2017,9,8
13046827991872134133,2017-09-09,2017,9,9
6931739583466846665,2017-09-10,2017,9,10
10622845253837958085,2017-09-11,2017,9,11
12069626419179793488,2017-09-12,2017,9,12
486437907811926608,2017-09-13,2017,9,13
101089014957623707,2017-09-14,2017,9,14
3009168359645998351,2017-09-15,2017,9,15
14865525681960986730,2017-09-16,2017,9,16
15256833659241293266,2017-09-17,2017,9,17
17600357614075278064,2017-09-18,2017,9,18
15052391534265620230,2017-09-19,2017,9,19
548862179439910332,2017-09-20,2017,9,20
2118322132228149965,2017-09-21,2017,9,21
8158130866406736664,2017-09-22,2017,9,22
1654443190965046963,2017-09-23,2017,9,23
10490665299647827009,2017-09-24,2017,9,24
17839125688626308678,2017-09-25,2017,9,25
10488565418060036076,2017-09-26,2017,9,26
5682398716723022841,2017-09-27,2017,9,27
